stars,delivery,takeout,Outdoor seating,hours,cost,location,cuisine1,cuisine2,cuisine3,cuisine4,cuisine5,cuisine6,cuisine7,cuisine8,cuisine9,cuisine10,cuisine11,cuisine12,cuisine13,cuisine14,cuisine15,cuisine16,cuisine17,cuisine18,cuisine19,cuisine20,cuisine21,cuisine22,cuisine23,cuisine24,cuisine25,cuisine26,cuisine27,cuisine28,cuisine29,cuisine30,cuisine31,cuisine32,cuisine33,cuisine34,cuisine35,cuisine36,cuisine37,cuisine38,cuisine39,cuisine40,cuisine41,cuisine42,cuisine43,cuisine44,cuisine45,cuisine46,cuisine47,cuisine48,cuisine49,cuisine50
4,1,1,1,21.5,3,0,-0.39720002,-0.06462433,-0.53741366,0.05428667,0.46907339,-0.20509566,-0.095583655,0.063834004,-0.30011335,0.22916667,0.12784334,0.015109976,0.7511701,1.367,0.38734666,0.08580633,-0.33439732,0.5995293,-0.068620004,-0.47952,1.3617334,-0.37426665,-0.007560005,0.52968,-0.29742,-1.1121867,-0.3772433,0.19478667,0.37527665,-0.44146,1.8159866,0.20196767,0.26040664,0.7709567,0.24611999,0.10527667,0.04546666,0.21026002,-0.40938005,0.11884334,-0.50463,-0.089886665,0.79839,0.011841655,1.1798099,-0.05142234,-0.38719335,-0.24682665,0.3620757,-0.105280004
4,1,1,1,22,1,0,-0.10578,-0.61572,-0.71352,0.62459,0.013654,-0.74904,-0.96229,0.28141,-0.4946,0.73022,0.66804,-0.29309,1.1325,0.69434,0.70203,-1.6439,-0.77271,0.11756,0.21676,-0.30839,-0.56221,-0.57085,-0.35009,0.44868,-0.86661,-1.5671,-0.24887,-0.033631,0.071665,-0.30745,2.5089,-0.39509,-0.72836,-0.14803,-0.28633,-0.14974,-1.5096,-0.13306,0.21047,-0.20309,-0.88249,0.87406,1.166,-1.001,0.025008,-0.52062,-0.60305,-0.40459,0.37712,-0.21723
4,1,1,1,21,2,0,0.78846,-0.46569,-0.92697,-0.60578,0.73276,0.1059,-0.59127,-0.17677,-0.27056,-0.017025,-0.86517,0.36166,1.1431,0.98236,-0.14089,-0.52425,-0.79364,0.70301,0.037253,-0.48125,0.87621,-0.7354,0.70699,1.0704,-0.31907,-0.27403,-0.018381,0.73222,0.97709,-0.94889,1.0917,1.0363,-0.14117,2.5698,0.28529,0.384,-0.3696,1.2938,0.41539,0.33402,0.71961,0.20704,-0.081859,0.28653,1.2716,1.4084,-0.17313,0.21541,0.14007,0.33245
4,0,0,0,21,1,0,0.27107,-0.50989,-1.1896,0.063483,-0.25263,-1.4541,-0.96877,0.31354,-1.3988,0.065226,1.5375,0.52192,0.9192,-0.20394,0.42466,-1.0697,-0.30609,-0.053615,-0.49296,0.045646,-1.0678,-0.069581,-0.56082,0.64276,0.29659,-0.74967,0.041821,-0.30954,-0.77189,0.74865,2.6309,-0.25124,-0.95079,0.50798,0.028926,0.39283,-0.66262,-0.057216,-0.40678,-0.075023,0.52061,0.28038,0.83752,-0.62415,-0.76857,0.056789,-0.33482,0.27114,1.2744,-1.7235
4,0,1,0,15,2,0,0.37032753,-0.34293997,-1.1085075,0.0707335,0.43808252,-0.0666765,-0.14973001,-0.0058332467,-0.43284535,0.407255,-0.0825175,-0.29061222,0.374485,0.92607,0.448285,-0.69932497,-0.28747597,0.327492,-0.0037544966,-0.6884325,0.63724256,-0.15351,-0.1768975,1.32585,-0.6685145,-0.49356502,-0.2240485,0.17615277,0.1995975,-0.2070375,1.6377075,0.0382575,-0.35427502,1.0663126,-0.0578775,0.18974485,-0.018555,0.70504004,0.042926133,0.3826075,0.4708175,0.482465,0.31699747,0.30206499,0.3860575,0.36190572,-0.4823025,-0.660535,0.46771425,-0.15851
4.5,0,0,0,22,2,0,0.891065,0.67334497,0.36535,-0.051279,1.22312,-0.37894005,0.786255,0.0749245,-0.496315,0.6127,-0.289155,0.17898,0.515105,0.09882498,0.44535252,0.333055,0.13752499,-0.23217551,0.37591,-0.59699,0.10809,-0.6780275,0.0530355,-0.31699,0.057390004,0.07365999,-0.62470996,0.52106047,0.287535,0.378665,1.604715,0.366545,0.383745,0.108565,0.2130635,-0.020019002,0.089949995,0.287883,-0.009285003,-0.566735,-0.229345,0.25817,-0.395225,0.29023,-0.645455,-0.44847,0.031925008,-0.08944002,0.420525,0.1488815
4,0,1,0,0,2,0,0.027314998,-0.555995,-0.85775,-0.0127815,0.85787,0.010780007,-0.8388465,-0.28042,0.48413,-0.1416625,-0.342015,-0.0612455,0.73543996,0.391295,0.44956,0.229835,-0.25903815,0.608705,-0.0012049973,-0.450096,1.136065,-0.20257,0.1063,0.87108505,-0.576585,-0.91264,-0.40480497,0.51744497,1.0387499,-0.90920496,2.1784,-0.06470501,0.0183465,1.4454,-0.072404996,0.55764997,0.087135,0.785195,0.82218003,0.009049997,0.42159498,0.2385825,-0.062665,0.1550505,1.262755,0.75217,-0.340715,-0.727155,0.16081001,0.446285
4,0,0,0,18,1,0,0.32051206,0.5510175,-1.231082,0.05107801,0.44239396,-0.56814605,-0.89194804,-0.1778008,0.1528022,0.10672001,-0.526798,-0.1908726,1.075992,0.22919197,0.29346603,0.1140026,-0.23527679,0.323244,-0.239826,-0.630124,0.83138114,0.23146722,0.585577,0.6332158,-0.106735215,-0.03992209,0.060081918,0.66167396,0.315765,0.45833796,1.800176,0.55066323,-0.479916,1.160018,0.25173882,-0.076601796,-0.435708,0.61325204,0.150336,0.16935681,0.19673619,0.3608824,-0.414092,0.046716195,0.4353674,0.88712597,-0.470479,-0.40084362,0.189859,-0.09765603
3.5,0,0,0,21,2,2,-0.23062,-0.293816,-1.332252,0.508734,-0.18509361,-0.005851984,-0.5362644,-0.16495982,0.072614804,0.707274,0.3771806,-0.107873596,1.4273721,0.5177814,-0.15633401,-0.105196044,0.14272,0.42071635,-0.21255,-0.320992,-0.039843984,0.11101003,-0.046126,0.63253397,0.0016591966,-0.2314826,-0.5678619,-0.051682007,0.14690141,0.15439999,1.730066,-0.03651141,-0.043418,0.629596,0.41340598,0.05037721,-0.66508096,-0.065560184,0.30992603,0.013885993,-0.08452197,0.46420398,0.33301622,-0.10079601,0.56754196,1.14962,-0.056142986,0.201444,-0.01954999,-0.081871994
3.5,0,0,0,1,2,0,-0.42723998,0.21420665,-0.77824336,0.30442664,0.20264333,0.21819802,-1.07279,-0.68776006,-0.12983133,0.042073335,0.5076867,-0.031083336,0.34913003,0.19406669,-0.3696623,0.22675668,0.24830599,0.34621367,-0.45832,-0.47849667,0.52635336,-0.100043334,-0.23845333,0.28841665,-0.43009332,-0.83635,-0.9024866,-0.5719533,0.0017843321,0.14758301,2.33685,0.30172,0.029963335,0.5548566,0.12671934,-0.4726633,-0.8131034,-0.039814997,-0.5452833,0.50417334,-0.037560333,-0.1310782,0.32843402,0.14642,0.66258,0.48556665,-0.68227166,0.07637667,-0.67460996,-0.35578
4.5,0,0,0,22,2,0,0.30231,-0.18398,-0.65616,-0.1578,-0.5135,-1.3124,-0.66042,-0.48572,-0.11338,1.1311,-0.56945,-1.2925,0.30423,0.60553,0.40129,0.089691,0.18738,0.068075,0.55209,-0.83301,1.0757,0.50046,-0.42064,2.1014,-1.0413,0.33776,-0.14376,0.67887,0.71779,-0.61768,1.4869,0.33874,0.5243,0.21886,-0.4003,0.15083,-0.072173,0.35092,-0.26387,1.2502,0.50977,0.40001,0.72691,1.1318,0.66873,0.35568,-0.88477,-1.0222,0.14577,-0.65206
4,1,1,1,2,2,0,0.025516,-0.24632,-1.0626,-0.35978,-0.22069,-0.28877,-0.74825,-0.38159,0.048872,0.20324,-0.46288,-0.68933,0.12682,-0.21389,0.55993,0.60896,0.85089,0.20023,-0.35386,-0.86905,1.2672,0.39644,-0.23837,2.2301,-1.3914,0.7702,-0.27855,-0.066663,0.34049,0.20228,1.3852,0.85239,1.0554,1.002,0.11033,0.24618,0.40303,-0.55467,-0.24538,0.79278,0.55132,0.11996,0.23186,1.466,0.35961,0.83115,-1.3531,-0.76809,-0.0014197,-0.50625
4.5,1,1,1,22,2,0,1.6695,0.74075,-1.9271,0.11378,-0.33798,-0.55699,-0.56515,-0.022594,-0.12656,-0.74663,0.53606,-0.085064,0.9536,0.65221,-0.63548,0.24368,0.32847,0.2362,-1.3393,0.7199,0.010886,0.037906,-0.021175,0.48595,-0.13383,-0.4791,0.37377,0.85192,0.41417,0.85478,2.2499,0.28061,-0.57613,0.66369,0.16529,0.10423,-1.1113,0.49332,-1.0723,0.52479,-0.040702,0.086352,1.3518,-0.91573,-0.3473,0.5746,0.037865,-0.29488,-0.09198,-0.91601
4.5,0,0,0,18,1,0,-0.035510004,-0.26579,-0.14712,-0.046726674,-0.0134266615,-0.32352003,-0.61947006,-0.26762,0.79400665,0.056800336,0.16437466,0.08563524,0.2624,0.32386997,0.24889332,0.29296532,0.009539464,0.347428,-0.00326701,-0.26932,0.51220566,0.12218266,0.21993335,0.16761667,0.44409665,-1.3662133,0.0674,-0.06083667,0.57749337,0.32864,3.2765331,0.19297333,0.103136666,0.6870567,0.13787001,0.10829667,-0.223639,0.18914999,-0.3886133,-0.013076663,-0.34695998,0.055586677,0.47716665,-0.16130732,1.2100234,0.07361331,-0.19423,0.24145,0.015833328,0.032493323
4.5,1,1,1,18,3,0,-0.15581474,-0.6478725,-1.6008425,0.2049425,-0.06529775,-0.198855,-0.68732756,0.010210497,0.12077999,0.52972996,-0.041846752,0.123828,1.6550325,0.22689174,-0.030627497,-0.16994005,0.067462504,0.4651075,0.26171,-0.37064925,-0.018225,0.28211,-0.22889751,0.92754745,-0.10676725,0.22429425,-0.74265754,0.21735749,0.46850175,-0.029624494,0.5983825,-0.03001675,0.2772175,1.086255,0.5895225,0.25769252,-0.6051275,-0.1860825,0.42885754,0.22173999,0.15763752,0.801095,0.35583025,0.0944075,0.28656,1.3464999,-0.3840525,0.26879,-0.067674994,0.109292254
4.5,0,0,0,20.5,2,0,0.17538,-0.75088,-0.020999,-0.090172,1.175,-0.1974,-1.9276,-0.3839,1.0323,-0.28461,-0.045679,-0.57256,0.30273,0.038584,0.47506,0.44682,-0.78523,0.28928,0.75988,-0.74061,1.3045,-0.45413,-0.8807,1.6936,-0.99876,-0.48961,-0.67721,0.27298,1.0921,-0.59649,1.359,0.45066,0.58546,1.0753,0.4373,0.10211,-0.47276,0.4219,0.98644,0.77026,0.21264,0.46649,-0.27278,0.41568,0.45336,0.53965,-0.52178,-0.37243,0.38836,0.40816
4.5,0,0,0,22.5,2,0,0.29612997,0.18050002,-0.54451436,-0.03549567,0.45654336,0.30454,-0.12915666,-0.020410338,-0.20028335,-0.31751668,-0.11768667,-0.12939666,1.0451566,0.8695,-0.149123,-0.2316249,0.0064683356,0.12188333,-0.107743345,-1.2039434,0.5415267,-0.79939,0.036063332,0.65316266,-0.138926,-0.3690633,-0.42079136,0.47008035,0.46712998,-0.42907667,1.95091,-0.23428333,-0.013934325,0.513031,0.13815933,0.47248647,-0.09732466,0.57036334,0.05132423,0.64210564,0.22875011,0.46827665,0.27570567,0.36743364,0.198056,0.14754462,-0.027446667,-0.58417,0.20360632,-0.5617433
4,0,0,1,18,2,3,0.095928,-0.49785,-0.42438,-0.45288,0.12312,-1.0507,-0.012556,-0.33368,-0.58667,-0.49829,0.53752,-0.2781,1.4119,-0.17827,0.43475,-1.0401,-0.51084,0.69211,0.73322,0.92726,-0.35072,-0.42975,0.43993,-0.09817,0.035404,-1.2076,-0.13636,-0.58413,-0.49284,-0.24436,2.2779,0.2694,-0.43905,1.4666,-0.34383,0.42586,-0.51494,0.3097,-0.83288,0.43271,-0.75993,0.16167,1.4612,-0.78615,1.2402,-1.4009,-0.84341,-0.044845,0.28411,-0.6233
4.5,1,1,1,22,2,0,-0.26867068,-0.4900833,-0.50037664,0.26419333,0.15958,-0.61099666,0.27692136,-0.091443,-0.18524332,-0.13574666,0.26606,-0.42602667,0.97277004,0.42162,0.37829998,-0.16439666,-0.3798897,0.43277267,0.45165667,-0.019230008,0.51020336,0.08149334,0.26191464,0.35337666,-0.4856893,-0.98357004,0.08256666,-0.19734335,-0.26193997,0.039330006,2.3933,0.28560334,-0.38189664,1.0903867,0.021196669,0.39024332,-0.10575334,-0.021456664,-0.47732005,0.059300005,-0.53367,0.33559334,0.8437,-0.10477666,0.95940995,-0.5455357,-0.82423663,-0.389335,0.58016235,-0.74198
4.5,0,0,0,18,2,0,-0.37091,0.45293,-0.02317,0.41713,-0.45777,-0.44084,-0.14999,0.29865,-0.3741,-0.34091,0.37764,0.0049877,0.35465,0.8761,-0.19744,0.024696,-0.38896,0.92814,0.059199,0.87424,0.52466,0.22725,0.20158,-0.3262,0.5885,-2.1577,0.10742,-0.18381,-0.60222,-0.18491,3.1231,-0.44597,0.12975,1.188,0.17618,-0.27286,-0.13756,-0.60492,-1.4584,-0.44235,-0.74184,-0.79881,1.1227,-0.78005,1.7246,-1.0448,-0.25364,0.95281,-0.47055,-0.75217
4.5,1,1,0,20,1,0,0.78846,-0.46569,-0.92697,-0.60578,0.73276,0.1059,-0.59127,-0.17677,-0.27056,-0.017025,-0.86517,0.36166,1.1431,0.98236,-0.14089,-0.52425,-0.79364,0.70301,0.037253,-0.48125,0.87621,-0.7354,0.70699,1.0704,-0.31907,-0.27403,-0.018381,0.73222,0.97709,-0.94889,1.0917,1.0363,-0.14117,2.5698,0.28529,0.384,-0.3696,1.2938,0.41539,0.33402,0.71961,0.20704,-0.081859,0.28653,1.2716,1.4084,-0.17313,0.21541,0.14007,0.33245
4,1,1,1,21.5,2,0,-0.46064,-0.43684998,-0.20893049,0.46204,0.395075,-0.1442135,-0.20982999,-0.179328,-0.83538,-0.1523855,0.37581,0.566045,1.4337,0.93659997,0.414745,0.3161395,-0.681225,0.81599,-0.17455001,0.242735,1.27695,-0.453485,0.675315,-0.26793998,0.57314,-0.85277003,-0.170725,0.154395,0.54312,-0.26999,1.98245,0.2167515,0.4119237,1.263905,-0.15258999,0.64016,-0.387225,0.46200997,-0.62301034,-0.310628,-0.02026999,0.21958497,0.41011998,-0.4707005,1.4679,0.10304999,-0.1345925,0.504618,0.287195,-0.32717502
5,1,1,1,1.5,2,0,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
4.5,1,1,1,16,1,0,-0.10578,-0.61572,-0.71352,0.62459,0.013654,-0.74904,-0.96229,0.28141,-0.4946,0.73022,0.66804,-0.29309,1.1325,0.69434,0.70203,-1.6439,-0.77271,0.11756,0.21676,-0.30839,-0.56221,-0.57085,-0.35009,0.44868,-0.86661,-1.5671,-0.24887,-0.033631,0.071665,-0.30745,2.5089,-0.39509,-0.72836,-0.14803,-0.28633,-0.14974,-1.5096,-0.13306,0.21047,-0.20309,-0.88249,0.87406,1.166,-1.001,0.025008,-0.52062,-0.60305,-0.40459,0.37712,-0.21723
4.5,1,1,0,23,2,0,0.038527496,0.46016997,-0.961715,0.087510005,0.3110385,-0.38607,-0.70166254,0.16342202,-0.14007725,0.2727875,-0.536995,-0.3905335,0.9353025,0.8253125,0.5677075,-0.382005,-0.45137727,0.076059505,0.07215251,-0.72087747,0.70835495,0.1796025,0.2969325,0.8632575,-0.5747515,-0.32853514,-0.03126735,0.42813724,0.29207125,-0.1392625,1.7797201,0.55408,-0.5333,0.75800747,0.105247505,-0.06709075,-0.05670002,0.22229001,0.09420501,0.139066,-0.09044999,0.4628775,-0.12824747,0.19626251,0.21092625,0.29162076,-0.544865,-0.46561697,0.108523,0.23709999
4.5,1,1,0,18,4,0,0.63843,0.65935665,-0.88906336,-0.093163334,0.010809995,-0.44279337,-0.6145467,0.13786496,-0.22092001,-0.9014867,0.053259987,-0.52307796,0.507895,0.15757333,-0.6324367,0.38709334,0.29084033,0.023490002,-0.74984336,0.81545997,-0.19605134,-0.18137266,-0.04273033,0.7042367,-0.035786673,-1.1745,0.17429723,0.39324665,0.24312,0.31950334,2.9787667,-0.027129998,0.032270003,0.164916,0.26170167,-0.016839,-1.00805,0.06363333,-0.47789633,0.51461333,-0.51380736,0.195424,0.79133993,-0.6511,-0.13904999,0.6676833,0.22401333,-0.20017667,-0.42266333,-0.6965267
4.5,1,1,1,2,2,0,-0.05053502,0.05793784,-0.540964,0.0093955025,0.46280834,0.049722176,-0.11237017,0.021711832,-0.25019836,-0.044175018,0.0050783306,-0.05714334,0.8981633,1.11825,0.119111836,-0.07290929,-0.1639645,0.36070633,-0.08818165,-0.8417317,0.95163006,-0.5868283,0.014251654,0.5914213,-0.21817298,-0.74062496,-0.39901733,0.3324335,0.42120335,-0.4352683,1.8834482,-0.016157836,0.12323616,0.6419938,0.19213967,0.28888157,-0.025929004,0.3903117,-0.17902787,0.38047448,-0.13793994,0.18919499,0.5370478,0.18963766,0.6889331,0.048061144,-0.20731999,-0.41549835,0.282841,-0.33351168
5,0,0,0,17,2,0,0.78846,-0.46569,-0.92697,-0.60578,0.73276,0.1059,-0.59127,-0.17677,-0.27056,-0.017025,-0.86517,0.36166,1.1431,0.98236,-0.14089,-0.52425,-0.79364,0.70301,0.037253,-0.48125,0.87621,-0.7354,0.70699,1.0704,-0.31907,-0.27403,-0.018381,0.73222,0.97709,-0.94889,1.0917,1.0363,-0.14117,2.5698,0.28529,0.384,-0.3696,1.2938,0.41539,0.33402,0.71961,0.20704,-0.081859,0.28653,1.2716,1.4084,-0.17313,0.21541,0.14007,0.33245
3.5,0,0,1,18,3,0,1.061445,0.501145,-1.6182499,-0.39391997,-0.3746,-0.31300253,-0.66277003,0.19175799,-0.49856,-0.58814,0.7249,-0.0567225,0.317405,0.41423,-0.205845,-0.37275,0.153798,-0.14385499,-1.10059,-0.005459994,0.055593,0.340848,-0.26669252,0.48110998,-0.332775,-1.0625,-0.28197,0.284085,-0.059250012,1.05634,2.5606,0.070989996,-0.68664503,0.66701996,0.025954999,-0.081015,-0.750565,0.493085,-0.67623496,0.13460499,0.769849,0.190306,1.61735,-1.111115,0.03959,0.35496,-0.34404752,-0.052260004,0.207855,-0.767165
4,0,0,0,21,2,0,-0.30919,-0.35173,0.077699,0.28382,0.58852,-0.057347,-0.59888,0.069184,-1.4809,-0.27295,0.96721,0.24209,0.7149,1.2033,0.41348,-0.019271,-0.94934,0.71965,-0.53969,0.20194,1.2115,-0.39822,-0.87987,-0.42378,0.6151,-1.865,-0.40182,-0.46066,-0.31456,-0.10373,2.9272,0.016333,0.82838,0.55921,0.10666,-0.10548,-0.22221,-0.54478,-1.2444,-0.63589,-0.75659,-0.66823,1.2943,-0.87361,1.7536,-0.45602,-0.24003,0.95075,0.29086,-0.37979
4,1,1,0,21,1,0,-0.47870663,0.2779,-0.70964336,0.13196667,0.14755066,-0.44413665,-0.9094467,-0.32849666,-0.48759803,0.56490666,0.65193003,0.062496662,0.64862,0.62171,0.29212767,-1.06888,-0.4727274,-0.189116,-0.068403326,-0.02014333,-0.3453667,-0.26325336,-0.2913083,0.42304334,-0.43250668,-1.50522,-0.68034,-0.44199702,-0.13875867,-0.04704566,2.8828,-0.3515867,-0.17259334,-0.12671,-0.28032202,-0.55989003,-1.1294333,-0.35887334,-0.26125333,-0.10828332,-0.376055,0.3362408,1.0817633,-0.68361664,0.22619267,0.11641333,-0.24442667,-0.11293334,-0.31782666,0.009806673
3.5,1,0,0,22,2,0,-0.66516995,0.72471,-0.707705,-0.114345,0.214499,-0.291685,-0.883025,-0.63345003,-0.484097,0.48225003,0.643875,0.24028999,0.40668,0.585395,0.0871765,-0.78137004,-0.322736,-0.34245402,-0.21098499,0.12398,-0.236945,-0.10945499,-0.2619175,0.41022497,-0.215455,-1.4742801,-0.896075,-0.64618003,-0.2439705,0.083156504,3.0697498,-0.329835,0.105289996,-0.11605,-0.277318,-0.764965,-0.93935,-0.47178,-0.49711502,-0.06087999,-0.1228375,0.0673312,1.039645,-0.524925,0.326785,0.43493,-0.065115005,0.032895,-0.6653,0.123325005
3.5,0,0,0,23,3,0,-0.16830999,-0.14053501,-0.97589505,0.702085,0.26063,-0.591425,-0.48526248,-0.268415,0.59100497,0.116716504,0.073585,0.257747,1.59845,0.51338,0.295285,-0.19317015,-0.195125,0.563795,0.016514998,-0.4181575,0.97650003,-0.4424,0.23103735,-0.08650501,0.463695,-1.212005,-0.32964498,-0.15400001,-0.128005,-0.257855,2.5532,0.225057,0.33685398,0.784085,0.09465499,0.14614551,-0.601655,0.69326997,-0.28688997,0.31063998,-0.522825,0.223095,1.02781,-0.015420005,1.41645,0.39332,-0.719625,0.27862,0.52225,-0.162785
4,1,0,0,15,2,0,-0.17984247,0.7914525,-1.171675,-0.109534994,0.44113746,-0.11812748,-1.0198376,-0.261685,-0.22010824,0.016612504,-0.45656997,-0.1973185,0.88760245,0.64224255,0.09583576,-0.08156501,-0.3167205,0.08042776,-0.1333125,-0.5280175,0.6266725,0.38543,0.050187513,0.56737,-0.12024152,-0.5070627,-0.54311234,-0.014625013,0.12519325,0.13665226,2.27197,0.6287975,-0.43464252,0.71259254,0.1409745,-0.14393325,-0.14076,0.1695625,-0.22859499,0.0714085,0.124059744,0.21397886,-0.37123,0.3147425,0.46119675,0.59481746,-0.34224877,-0.111447,-0.28817374,0.36668497
4.5,0,0,0,18,2,0,0.51134,-0.97657,-0.93198,0.30935,0.0020038,0.8579,0.25343,-0.079009,0.16384,-0.2255,-0.46448,0.27328,1.7798,0.67325,0.8196,-0.029215,-0.92492,1.1032,0.093131,0.048709,1.1007,-0.82011,1.9,-0.1013,0.8895,-0.30027,-0.31254,0.66531,0.69728,-0.65764,0.2968,0.23616,-0.16492,1.5463,-0.11477,0.79914,-0.21388,1.33,0.10286,0.34018,-0.38201,-0.02367,0.13681,-0.023218,1.8991,0.97479,-0.38095,0.37154,0.50185,-0.30746
5,0,0,0,20,2,0,0.78846,-0.46569,-0.92697,-0.60578,0.73276,0.1059,-0.59127,-0.17677,-0.27056,-0.017025,-0.86517,0.36166,1.1431,0.98236,-0.14089,-0.52425,-0.79364,0.70301,0.037253,-0.48125,0.87621,-0.7354,0.70699,1.0704,-0.31907,-0.27403,-0.018381,0.73222,0.97709,-0.94889,1.0917,1.0363,-0.14117,2.5698,0.28529,0.384,-0.3696,1.2938,0.41539,0.33402,0.71961,0.20704,-0.081859,0.28653,1.2716,1.4084,-0.17313,0.21541,0.14007,0.33245
4,1,0,0,21.5,2,2,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
4,1,1,1,15.5,2,0,0.40819,0.7107067,-1.0547199,-0.20013666,0.20316999,-0.8015167,-0.9469333,-0.034089994,-0.153403,0.39583668,-1.0322833,-0.57297134,0.89471,0.71474665,0.50960666,0.020000333,-0.27693662,0.10520501,0.13444,-0.67754334,1.0778433,0.5510267,0.27473333,1.3541833,-0.35956538,0.4607865,-0.0537298,0.6691367,0.35523,-0.09029666,1.3204933,0.90978,-0.1726867,1.0160199,0.04965334,-0.04683767,0.24116565,0.40429333,0.05754,0.49390468,0.4189233,0.39461002,-0.54926336,0.68563336,0.33833233,0.7115,-0.59305,-0.390426,0.061955,0.36443663
5,0,0,0,22.5,2,0,-0.44120502,0.0789285,-0.84497,-0.06048,0.40935,-0.27897,0.1560645,0.061159,0.29027998,0.480225,-0.29184002,-0.09838003,0.769305,1.4488499,0.37427998,0.138345,-0.026926,0.539469,0.166915,-0.82025,1.4368501,-0.36229,0.428595,1.00641,-0.75368,-0.73578,-0.364955,0.52251,0.720195,-0.610325,1.26038,0.294785,-0.023580015,0.87683,0.31585,0.210655,0.17930499,0.58778,0.008129999,0.49621,-0.37865,0.199285,0.550435,0.4545675,0.892915,0.15087649,-0.46077502,-0.84561497,0.3976835,0.031975
4,1,1,1,18,2,0,0.45339,0.26154,-1.3094,-0.90162,-0.41122,-0.069015,-0.76039,0.40611,-0.87056,-0.42965,0.91374,-0.028381,-0.31879,0.17625,0.22379,-0.98918,-0.020874,-0.52391,-0.86188,-0.73082,0.1003,0.64379,-0.51221,0.47627,-0.53172,-1.6459,-0.93771,-0.28375,-0.53267,1.2579,2.8713,-0.13863,-0.79716,0.67035,-0.11338,-0.26626,-0.38983,0.49285,-0.28017,-0.25558,1.5804,0.29426,1.8829,-1.3065,0.42648,0.13532,-0.72596,0.19036,0.50769,-0.61832
4.5,1,1,1,21,2,0,0.281744,-0.62215996,-0.258406,-0.1855315,-0.07866,-0.5281256,-0.492783,0.011399999,-0.286614,-0.13872,0.11607,-0.451885,0.83604,-0.015574999,0.017464995,-0.5002835,-0.41725498,0.54636,0.92430997,0.09766498,0.45729002,-0.208009,0.24228999,0.641715,-0.43894798,-0.23791999,-0.205315,-0.18983999,0.30117998,-0.40761,1.533955,0.20723,0.27241004,1.489,-0.14418349,0.025639996,-0.547385,0.11867501,-0.268085,0.98090494,-0.22718,0.07589055,0.905515,-0.373997,0.78831005,-0.237095,-1.126155,-0.1179525,-0.27117,-0.3267645
4,0,0,0,23,2,0,-0.56475496,-0.058269992,-0.423325,0.710885,0.26949,-0.51527,0.042587504,-0.313555,-0.222675,-0.037844002,0.214645,0.47082698,1.6547,0.581725,0.297225,0.13344,-0.5785,0.76006496,0.149345,0.0928775,1.1053,-0.36869,1.1161374,-0.308075,0.83779,-1.02342,-0.210485,-0.08414,0.227195,-0.37882,2.3466,0.391195,0.0084227,1.1326851,-0.36791,0.7156455,-0.59143,0.941475,-0.6044603,0.177422,-0.025374979,0.41072497,0.42336997,-0.1187705,1.47365,0.097579986,-0.3728575,0.17475799,0.389305,-0.70258
4.5,1,1,1,21.5,2,0,-0.078646,-0.65491,-0.25436,0.75577,0.095069,-1.171,-0.60093,0.54242,-0.84944,0.44674,1.0433,-0.15574,0.95898,0.95055,0.21428,-1.2937,-0.8692,0.47437,0.14719,0.12948,-0.83092,0.45784,0.013981,-0.11868,-0.40567,-1.0911,0.14031,-0.028172,-0.7553,0.13377,1.4096,-0.88928,-1.2636,0.0076109,0.40021,0.37285,-1.1929,-0.13423,0.30064,-0.21187,-0.48537,0.8283,1.2024,-0.91336,-0.28105,-0.45785,-0.1652,0.71056,0.44286,-1.2659
4,0,1,0,21,2,0,-0.30919,-0.35173,0.077699,0.28382,0.58852,-0.057347,-0.59888,0.069184,-1.4809,-0.27295,0.96721,0.24209,0.7149,1.2033,0.41348,-0.019271,-0.94934,0.71965,-0.53969,0.20194,1.2115,-0.39822,-0.87987,-0.42378,0.6151,-1.865,-0.40182,-0.46066,-0.31456,-0.10373,2.9272,0.016333,0.82838,0.55921,0.10666,-0.10548,-0.22221,-0.54478,-1.2444,-0.63589,-0.75659,-0.66823,1.2943,-0.87361,1.7536,-0.45602,-0.24003,0.95075,0.29086,-0.37979
