stars,delivery,takeout,Outdoor seating,hours,cost,location,cuisine1,cuisine2,cuisine3,cuisine4,cuisine5,cuisine6,cuisine7,cuisine8,cuisine9,cuisine10,cuisine11,cuisine12,cuisine13,cuisine14,cuisine15,cuisine16,cuisine17,cuisine18,cuisine19,cuisine20,cuisine21,cuisine22,cuisine23,cuisine24,cuisine25,cuisine26,cuisine27,cuisine28,cuisine29,cuisine30,cuisine31,cuisine32,cuisine33,cuisine34,cuisine35,cuisine36,cuisine37,cuisine38,cuisine39,cuisine40,cuisine41,cuisine42,cuisine43,cuisine44,cuisine45,cuisine46,cuisine47,cuisine48,cuisine49,cuisine50
3.5,1,0,0,22,2,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
3.5,0,0,0,0,2,4,-0.76799995,0.33000335,-0.93468,0.057510003,0.24967666,0.30551666,-0.52098334,-0.480454,-0.084161334,0.10485333,0.1375,-0.40183,0.46644005,0.69948673,-0.10097233,-0.05033334,-0.087767005,0.0044363327,-0.054619987,-0.76265,0.5288867,0.17524667,-0.25037,0.45051,-0.6128567,-1.2881633,-0.6712634,-0.32313332,0.300531,-0.13219033,2.9162333,0.11513334,-0.3528967,0.12401,0.057566,-0.03722332,-0.29052666,-0.007816662,-0.54033667,0.19398667,-0.15902366,0.08857513,0.5284967,0.39827332,0.6569833,0.16957767,-0.38554835,-0.53517,-0.391971,-0.28612334
4,1,1,1,18,1,4,0.29886,0.25825,-1.4633,0.82118,-0.88015,-0.58565,-0.85947,0.18582,0.95548,-0.188,0.6473,0.20807,1.1974,0.7436,0.17317,-0.28499,-0.22424,-0.51131,-0.80115,-0.1145,-0.31166,0.40525,-0.0010934,0.42692,-0.42052,-0.74629,0.05094,-0.21329,-0.15647,0.44522,2.3291,0.8601,-0.16769,0.29793,-0.012656,-0.3383,-1.2543,-0.63399,-0.40144,-0.38501,-0.88233,0.89449,1.7626,-0.73132,-0.66768,1.2615,-0.3427,-0.4988,-0.44072,-0.5638
4,0,1,0,23,2,1,-0.23957,-1.1127,-0.45141,1.0774,0.24813,-1.0792,0.5073,0.070523,-0.25018,-0.21347,0.54928,-0.15735,1.2776,0.37493,0.25888,0.40134,-0.61422,0.66707,0.40113,0.39055,0.64353,0.53759,0.052834,0.1151,-0.097472,-0.95147,0.24283,-0.42554,-1.0417,0.95874,2.7666,0.3666,-0.34416,1.4537,0.24936,0.57215,-0.28945,-0.53433,-0.32894,-0.78265,-0.61477,0.65148,0.37419,-0.38913,1.1656,-0.14399,-0.94727,0.18564,1.4395,-1.0229
3.5,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,22,2,2,-0.51742,0.40543,-0.35109,0.78151,0.33735,-0.79946,-0.094045,-0.19927,-0.25549,-0.043867,0.64488,0.051654,1.1569,0.49355,0.17844,-0.38467,-0.74389,0.6078,0.1081,-0.097775,0.8682,-0.22863,0.0017747,-0.50405,1.1444,-2.2063,-0.48134,-0.93773,-0.94641,-0.32139,3.6555,0.36522,0.021378,0.29677,-0.32398,0.045491,-0.63062,0.41415,-1.2073,0.34021,-0.7668,-0.28595,1.3208,-0.16975,1.7651,-0.46696,-0.71656,0.29103,0.49508,-1.1306
4,1,0,0,21,2,4,-0.22187,-0.12222,-1.3163,0.6130733,-0.20033,-0.3673017,-0.44024333,-0.13767,0.4815433,-0.17774333,0.25909668,-0.12863667,0.8410433,0.38906336,-0.12979333,-0.200306,0.25948665,0.149616,-0.3596767,-0.07616,-0.14823665,0.46206665,-0.094004124,0.30884334,-0.19294667,-0.46486667,-0.055096675,-0.24715333,-0.40407,0.27353665,1.59327,0.46524334,-0.30705634,0.26179066,-0.18031865,-0.066029996,-0.74666405,-0.3406233,-0.04436333,-0.14218666,-0.5679233,0.25417998,0.78536993,-0.35277998,0.27078,1.1237932,-0.44830668,-0.22625066,-0.061624665,-0.4999067
4,0,0,0,18,4,1,-0.3210295,-0.25738502,-0.623205,0.25051,0.1026935,-0.04218,0.014799997,-0.0160255,0.17578,0.431795,-0.3407,-0.593355,0.22252,0.683565,0.37985998,0.40759,0.097195506,0.093819,0.37273502,-0.6992835,0.84533,0.13553,-0.19274502,1.188,-1.094685,0.014955014,-0.25063002,0.371735,0.68486,-0.33911902,0.58610004,0.307695,0.48591,0.604375,0.44271502,0.21582001,0.015404999,0.018445004,-0.29988998,0.329185,-0.183925,0.375395,0.50234497,0.62509,0.426585,0.4720415,-0.48976502,-0.42212498,-0.2256265,-0.219385
3.5,1,0,0,0,3,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
4,0,0,0,18,2,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
4,0,0,0,22,2,4,0.29886,0.25825,-1.4633,0.82118,-0.88015,-0.58565,-0.85947,0.18582,0.95548,-0.188,0.6473,0.20807,1.1974,0.7436,0.17317,-0.28499,-0.22424,-0.51131,-0.80115,-0.1145,-0.31166,0.40525,-0.0010934,0.42692,-0.42052,-0.74629,0.05094,-0.21329,-0.15647,0.44522,2.3291,0.8601,-0.16769,0.29793,-0.012656,-0.3383,-1.2543,-0.63399,-0.40144,-0.38501,-0.88233,0.89449,1.7626,-0.73132,-0.66768,1.2615,-0.3427,-0.4988,-0.44072,-0.5638
4,0,0,0,20,1,4,0.29886,0.25825,-1.4633,0.82118,-0.88015,-0.58565,-0.85947,0.18582,0.95548,-0.188,0.6473,0.20807,1.1974,0.7436,0.17317,-0.28499,-0.22424,-0.51131,-0.80115,-0.1145,-0.31166,0.40525,-0.0010934,0.42692,-0.42052,-0.74629,0.05094,-0.21329,-0.15647,0.44522,2.3291,0.8601,-0.16769,0.29793,-0.012656,-0.3383,-1.2543,-0.63399,-0.40144,-0.38501,-0.88233,0.89449,1.7626,-0.73132,-0.66768,1.2615,-0.3427,-0.4988,-0.44072,-0.5638
4,1,0,0,22,1,4,-0.088194996,0.544985,-0.0022799969,-0.83323,0.62061,-0.588185,-0.22209501,-0.07183498,-0.751665,0.08711001,0.450645,-0.5379545,0.55426997,0.198492,-0.323415,0.086097,-0.18090501,0.125766,0.46196002,1.056,0.1069185,1.088225,0.727255,0.85714006,-0.19340998,-1.0706949,-0.68404996,0.048452,-0.130065,0.46627003,2.2635,-0.4802835,-0.725795,0.5169,0.36642998,0.427945,-0.049475003,-0.74677,-0.81044495,1.176985,1.03748,0.5055,0.070675015,-0.380405,0.12416001,-0.322235,-0.62776506,1.5378001,-0.33719498,-1.06927
5,0,0,0,23,2,4,0.63843,0.65935665,-0.88906336,-0.093163334,0.010809995,-0.44279337,-0.6145467,0.13786496,-0.22092001,-0.9014867,0.053259987,-0.52307796,0.507895,0.15757333,-0.6324367,0.38709334,0.29084033,0.023490002,-0.74984336,0.81545997,-0.19605134,-0.18137266,-0.04273033,0.7042367,-0.035786673,-1.1745,0.17429723,0.39324665,0.24312,0.31950334,2.9787667,-0.027129998,0.032270003,0.164916,0.26170167,-0.016839,-1.00805,0.06363333,-0.47789633,0.51461333,-0.51380736,0.195424,0.79133993,-0.6511,-0.13904999,0.6676833,0.22401333,-0.20017667,-0.42266333,-0.6965267
4,1,0,0,18,2,4,0.63843,0.65935665,-0.88906336,-0.093163334,0.010809995,-0.44279337,-0.6145467,0.13786496,-0.22092001,-0.9014867,0.053259987,-0.52307796,0.507895,0.15757333,-0.6324367,0.38709334,0.29084033,0.023490002,-0.74984336,0.81545997,-0.19605134,-0.18137266,-0.04273033,0.7042367,-0.035786673,-1.1745,0.17429723,0.39324665,0.24312,0.31950334,2.9787667,-0.027129998,0.032270003,0.164916,0.26170167,-0.016839,-1.00805,0.06363333,-0.47789633,0.51461333,-0.51380736,0.195424,0.79133993,-0.6511,-0.13904999,0.6676833,0.22401333,-0.20017667,-0.42266333,-0.6965267
3.5,1,1,1,22,2,4,-0.23957,-1.1127,-0.45141,1.0774,0.24813,-1.0792,0.5073,0.070523,-0.25018,-0.21347,0.54928,-0.15735,1.2776,0.37493,0.25888,0.40134,-0.61422,0.66707,0.40113,0.39055,0.64353,0.53759,0.052834,0.1151,-0.097472,-0.95147,0.24283,-0.42554,-1.0417,0.95874,2.7666,0.3666,-0.34416,1.4537,0.24936,0.57215,-0.28945,-0.53433,-0.32894,-0.78265,-0.61477,0.65148,0.37419,-0.38913,1.1656,-0.14399,-0.94727,0.18564,1.4395,-1.0229
3.5,0,0,0,0,2,4,-0.10578,-0.61572,-0.71352,0.62459,0.013654,-0.74904,-0.96229,0.28141,-0.4946,0.73022,0.66804,-0.29309,1.1325,0.69434,0.70203,-1.6439,-0.77271,0.11756,0.21676,-0.30839,-0.56221,-0.57085,-0.35009,0.44868,-0.86661,-1.5671,-0.24887,-0.033631,0.071665,-0.30745,2.5089,-0.39509,-0.72836,-0.14803,-0.28633,-0.14974,-1.5096,-0.13306,0.21047,-0.20309,-0.88249,0.87406,1.166,-1.001,0.025008,-0.52062,-0.60305,-0.40459,0.37712,-0.21723
4,0,0,0,22,1,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
3.5,1,1,0,23,2,4,0.015716651,-0.276,-0.87676597,-0.012369652,0.36420998,0.42576668,-0.20736098,-0.102713324,0.16022666,-0.3427167,-0.13536666,0.022886336,0.64455,1.1086134,-0.45758668,-0.10328332,0.0005445679,0.47833666,-0.60421664,-0.135904,-0.09681334,-0.56930333,0.4254067,0.17984335,-0.51987,-0.34221998,-0.14,0.70108,0.63022333,-0.73638004,1.2044367,0.45173332,0.17468034,0.89749664,-0.59178996,0.34052,0.15443933,0.48185003,0.46905336,-0.08062333,0.07407001,-0.21684666,-0.16526334,0.19181834,0.76711464,1.0617634,-0.28455034,-0.34846666,-0.3605633,0.40292668
4,0,0,0,21,2,4,0.064182,-0.20716,-1.334,-0.070352,0.8633,0.023535,-0.45014,-0.18611,-0.26924,-0.098892,-0.27559,0.81626,1.4663,0.91724,0.42114,-0.26142,-0.49323,0.49071,0.067981,0.10664,0.44139,-0.80581,1.2474,0.45016,-0.16514,-0.11274,-0.46502,0.56865,1.2117,-0.11517,1.8522,0.17022,-0.1309,1.6125,-0.53487,1.0411,-0.92274,0.81624,1.2088,-0.12147,0.48685,0.1246,-0.501,0.35694,1.3955,1.1021,0.26785,-0.11503,0.1232,0.27487
4,0,0,0,18,2,4,-0.2469,-0.25566,-0.29327,0.2901,0.54671,-0.58471,-0.3825,0.3511,-0.98925,-0.01575,0.60589,-0.7363,0.95965,0.43895,0.451,-1.793,-0.72652,0.68061,0.55614,0.41591,-1.4764,0.1873,-0.50183,-0.02299,-1.2606,-0.55866,0.31905,-0.35242,-0.15542,0.21296,0.41222,0.2558,-1.3026,-0.30925,0.27302,1.0562,-0.86691,-0.49517,0.30998,0.15398,-0.92839,0.72665,0.76113,-0.92212,-0.12304,-0.43449,-0.84391,0.48032,0.4572,-0.68621
4.5,0,1,1,22,2,1,1.6695,0.74075,-1.9271,0.11378,-0.33798,-0.55699,-0.56515,-0.022594,-0.12656,-0.74663,0.53606,-0.085064,0.9536,0.65221,-0.63548,0.24368,0.32847,0.2362,-1.3393,0.7199,0.010886,0.037906,-0.021175,0.48595,-0.13383,-0.4791,0.37377,0.85192,0.41417,0.85478,2.2499,0.28061,-0.57613,0.66369,0.16529,0.10423,-1.1113,0.49332,-1.0723,0.52479,-0.040702,0.086352,1.3518,-0.91573,-0.3473,0.5746,0.037865,-0.29488,-0.09198,-0.91601
4.5,1,1,0,23,2,4,1.6695,0.74075,-1.9271,0.11378,-0.33798,-0.55699,-0.56515,-0.022594,-0.12656,-0.74663,0.53606,-0.085064,0.9536,0.65221,-0.63548,0.24368,0.32847,0.2362,-1.3393,0.7199,0.010886,0.037906,-0.021175,0.48595,-0.13383,-0.4791,0.37377,0.85192,0.41417,0.85478,2.2499,0.28061,-0.57613,0.66369,0.16529,0.10423,-1.1113,0.49332,-1.0723,0.52479,-0.040702,0.086352,1.3518,-0.91573,-0.3473,0.5746,0.037865,-0.29488,-0.09198,-0.91601
4,0,0,0,22,1,4,-0.2397715,-0.607015,-1.314095,0.052589983,0.626155,0.0368625,-0.530185,-0.65045,0.542455,0.11704999,-0.1212695,0.0062645003,1.12571,0.55920506,0.171245,-0.039415002,0.1707555,0.6364,-0.011024982,0.355825,0.47601503,0.516065,0.38367403,0.99301004,0.4306735,-0.838319,-0.30827498,-0.639135,-0.404265,0.38169003,2.08365,-0.265625,-0.36353,1.0945201,0.295453,0.117819995,-0.35613754,0.19024998,-0.379477,0.39314002,-0.288105,0.45281902,-0.08753185,0.57584554,0.51104,0.698835,-0.6063,0.121368505,0.23226999,-0.16785002
4,1,1,1,22,2,4,0.20601,-0.8996,-1.0647,-0.47053,0.66013,0.28656,-0.53943,-0.69755,0.18243,-0.15821,-0.57281,0.53146,0.78793,0.75427,0.39519,0.30843,0.48205,0.13491,-0.8119,-0.2572,0.70969,-1.0205,0.69077,1.1302,-0.54933,-0.13473,-0.33496,0.45919,1.4017,-0.6418,0.24758,0.89375,0.092597,1.9352,-0.097138,0.10359,-0.24879,0.91334,0.027481,0.39694,0.6799,0.72659,-0.14398,0.762,0.63825,1.2407,-0.010684,-0.069457,-0.13801,1.1051
4,0,0,0,23,1,4,0.29886,0.25825,-1.4633,0.82118,-0.88015,-0.58565,-0.85947,0.18582,0.95548,-0.188,0.6473,0.20807,1.1974,0.7436,0.17317,-0.28499,-0.22424,-0.51131,-0.80115,-0.1145,-0.31166,0.40525,-0.0010934,0.42692,-0.42052,-0.74629,0.05094,-0.21329,-0.15647,0.44522,2.3291,0.8601,-0.16769,0.29793,-0.012656,-0.3383,-1.2543,-0.63399,-0.40144,-0.38501,-0.88233,0.89449,1.7626,-0.73132,-0.66768,1.2615,-0.3427,-0.4988,-0.44072,-0.5638
4.5,1,1,0,18,2,1,0.7106248,0.69554746,-0.6638475,0.49283704,-0.076340005,-0.32256648,-0.309558,-0.3075075,-0.25730407,0.0638825,0.08627749,-0.82707,-0.19914624,0.36949,0.87424505,-0.28907502,0.41325247,0.45894498,-0.632075,-0.7596975,0.466815,-0.0678965,-0.60133004,0.8226925,-0.26076752,-0.18527749,-0.294252,-0.021791257,-0.31028748,0.1811705,2.5606,0.42699948,0.0368025,-0.59886754,-0.2822125,0.3973025,0.548875,0.7428,-0.73844004,0.023744985,0.23658751,-0.2774575,0.34063748,0.3282425,0.008995995,0.0442775,-0.30391324,-0.334425,-0.05517,-0.050300986
4,1,1,0,23,2,4,0.6706,-0.66436,0.9479,-0.09993,0.70171,-0.88322,0.044072,0.021528,0.55998,-1.215,-0.18912,-1.3191,-0.014765,-0.10398,-0.24241,0.17845,0.019026,0.13833,0.76308,0.86142,-0.40438,1.1774,0.60493,0.15703,-0.35718,-1.447,-0.4089,-0.68027,-0.089032,0.93038,2.4564,0.37633,-1.3169,0.22364,0.71214,1.1868,-0.87129,-0.50197,-1.0857,0.28595,-0.40061,0.93039,0.38312,-1.0508,0.69442,-0.4149,-0.56041,0.92276,-0.032726,-0.89636
3.5,0,0,0,23,2,4,0.095928,-0.49785,-0.42438,-0.45288,0.12312,-1.0507,-0.012556,-0.33368,-0.58667,-0.49829,0.53752,-0.2781,1.4119,-0.17827,0.43475,-1.0401,-0.51084,0.69211,0.73322,0.92726,-0.35072,-0.42975,0.43993,-0.09817,0.035404,-1.2076,-0.13636,-0.58413,-0.49284,-0.24436,2.2779,0.2694,-0.43905,1.4666,-0.34383,0.42586,-0.51494,0.3097,-0.83288,0.43271,-0.75993,0.16167,1.4612,-0.78615,1.2402,-1.4009,-0.84341,-0.044845,0.28411,-0.6233
3.5,0,0,0,0,1,4,-0.4199033,-0.52335,-0.47676334,0.9242466,0.29972002,-0.6391583,0.03434835,-0.12711568,-0.06803,-0.30179232,0.41330698,-0.047627334,1.0456734,0.32789668,0.02957333,0.032963336,-0.37128666,0.72543335,-0.07226333,0.213365,0.7690733,0.33287,0.0143089,-0.043876678,0.6405694,-1.6387566,-0.22329666,-0.82535666,-1.0312033,0.29667,3.1543,0.10373667,-0.145694,0.8329366,0.1815,0.32598367,-0.54361004,-0.31279334,-0.73444325,-0.00297,-0.7626467,0.40906668,0.5679987,-0.21602966,1.02833,-0.05347334,-0.70941997,0.24899332,0.6785067,-1.1781334
3.5,0,0,0,18,1,4,0.29886,0.25825,-1.4633,0.82118,-0.88015,-0.58565,-0.85947,0.18582,0.95548,-0.188,0.6473,0.20807,1.1974,0.7436,0.17317,-0.28499,-0.22424,-0.51131,-0.80115,-0.1145,-0.31166,0.40525,-0.0010934,0.42692,-0.42052,-0.74629,0.05094,-0.21329,-0.15647,0.44522,2.3291,0.8601,-0.16769,0.29793,-0.012656,-0.3383,-1.2543,-0.63399,-0.40144,-0.38501,-0.88233,0.89449,1.7626,-0.73132,-0.66768,1.2615,-0.3427,-0.4988,-0.44072,-0.5638
4.5,1,1,1,18,2,4,0.27107,-0.50989,-1.1896,0.063483,-0.25263,-1.4541,-0.96877,0.31354,-1.3988,0.065226,1.5375,0.52192,0.9192,-0.20394,0.42466,-1.0697,-0.30609,-0.053615,-0.49296,0.045646,-1.0678,-0.069581,-0.56082,0.64276,0.29659,-0.74967,0.041821,-0.30954,-0.77189,0.74865,2.6309,-0.25124,-0.95079,0.50798,0.028926,0.39283,-0.66262,-0.057216,-0.40678,-0.075023,0.52061,0.28038,0.83752,-0.62415,-0.76857,0.056789,-0.33482,0.27114,1.2744,-1.7235
4.5,1,1,0,0,2,1,-0.38757,0.84602,-0.47019,-0.88739,0.68042,-0.9232,-0.32168,-0.83514,-0.87515,0.69287,0.74416,0.035691,1.2513,0.016014,-0.41659,0.12864,-1.0592,0.31399,0.3668,1.4598,0.13333,0.66045,1.2591,1.2015,0.5253,-1.1572,-1.1886,0.18717,-0.45656,-0.43276,2.592,-0.89325,-0.15309,0.58246,0.37081,0.1989,0.12111,-0.29674,-1.1141,1.3592,1.6784,0.28359,-0.37596,0.23204,0.2984,-0.27572,0.13347,1.5713,-0.53554,-0.81774
4,0,0,0,23,2,4,-0.51742,0.40543,-0.35109,0.78151,0.33735,-0.79946,-0.094045,-0.19927,-0.25549,-0.043867,0.64488,0.051654,1.1569,0.49355,0.17844,-0.38467,-0.74389,0.6078,0.1081,-0.097775,0.8682,-0.22863,0.0017747,-0.50405,1.1444,-2.2063,-0.48134,-0.93773,-0.94641,-0.32139,3.6555,0.36522,0.021378,0.29677,-0.32398,0.045491,-0.63062,0.41415,-1.2073,0.34021,-0.7668,-0.28595,1.3208,-0.16975,1.7651,-0.46696,-0.71656,0.29103,0.49508,-1.1306
2.5,1,1,1,0,2,1,-0.17043002,0.288906,-0.3364798,-0.10189921,0.31665403,0.099909395,-0.70781344,-0.28574243,0.55279005,-0.0783938,0.095649004,-0.039142013,0.452554,0.24396999,0.29686397,0.21495399,-0.06764612,0.023531597,-0.06519801,-0.75843394,0.71784,0.2863596,-0.203734,0.306104,-0.44267002,-1.10726,-0.288218,-0.074137375,0.44246998,0.18470678,2.6567998,0.34961838,-0.14902794,-0.068050005,0.19672,0.0727,-0.020724405,-0.0300666,0.08905681,-0.13673599,0.047255997,0.231572,0.55642337,-0.012272418,0.3936384,0.42295218,-0.54902804,-0.1777904,0.087189004,0.12528001
4,0,1,1,0,3,4,-0.153753,-0.40042332,-0.94903666,0.37456,0.12976567,-0.15591668,-0.28229332,-0.123203665,0.59635335,0.38029668,-0.3930367,-0.24095666,0.82834667,0.63344663,0.39061666,0.2711699,0.18267702,0.23580933,0.22346668,-0.71236897,0.9251533,-0.12837,0.024936656,0.9023467,-0.80212665,-0.062599994,-0.22640336,0.4577333,0.6867066,-0.29085267,0.8743667,0.233428,0.5413833,0.8267167,0.46623996,0.22614668,-0.18062669,0.33642665,0.011246671,0.31314668,-0.21556668,0.49431,0.57983667,0.46303,0.64032334,0.73256105,-0.56740665,-0.19268,0.032722335,0.12208667
4,0,0,0,23,2,4,-0.09081266,-0.16274334,-1.0952634,0.44460604,0.46152005,-0.38643834,-0.473555,-0.24098001,0.30425665,0.044847,-0.042806666,0.443918,1.5544,0.648,0.33723664,-0.21592009,-0.29449332,0.5394333,0.033670332,-0.243225,0.79813004,-0.56353664,0.56982493,0.092383325,0.2540833,-0.8455834,-0.37477002,0.08688333,0.3185633,-0.21029334,2.3195333,0.206778,0.18093598,1.0602232,-0.115186684,0.4444637,-0.7086833,0.73426,0.21167333,0.16660331,-0.18626666,0.19026333,0.51820666,0.1087,1.4094667,0.62958,-0.39046666,0.14740334,0.38923335,-0.016899994
3.5,0,0,0,22,2,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
3.5,1,0,0,23,2,1,-0.76201504,0.5516283,-0.59990984,0.321224,0.04209833,0.11898617,-0.9170916,-0.560617,-0.020340672,-0.15837167,0.20332003,-0.1557115,0.15714,0.57169,0.122985505,-0.01704634,-0.039100166,0.29948166,-0.40776336,-0.5654017,0.56144834,0.22814833,-0.34380332,0.4853767,-0.5676017,-1.348865,-0.5374866,-0.3121077,-0.028191179,0.05625549,2.8522332,0.18232866,-0.22513045,-0.20083334,0.025231339,-0.02945166,-0.15642516,-0.049143832,-0.3663105,-0.037331503,0.022519829,0.1128684,0.4367312,0.16642499,0.30659083,0.30014685,-0.4765925,-0.125917,-0.21111567,0.014319996
4,1,1,1,23,2,2,1.3249,-0.72295,-1.4014,-0.038929,0.31079,-0.029466,-0.73726,-0.26476,-1.5154,0.17862,0.90742,-0.47018,-0.19712,0.51508,0.97645,-1.7018,-0.68926,0.72521,-0.55985,-0.15008,-0.3136,0.11762,-1.0012,1.1083,-0.21998,-1.2775,-0.17973,-0.10399,-1.207,0.76172,2.7922,-0.23252,-0.46951,0.66419,-0.29245,0.41382,-0.40453,1.0008,-0.33376,-0.51774,0.94343,0.41602,1.1146,-0.93192,0.32985,0.22213,-0.4394,0.15883,0.8059,-0.72778
3,0,0,0,3,2,4,-0.145435,-0.48324,-1.20105,0.3549115,-0.22200999,-0.937855,-0.37514,0.34850502,-0.55884004,0.133903,0.47203502,0.059175014,0.882455,0.29282498,-0.12153001,-0.67915,-0.06523,0.4838925,-0.171855,0.160483,-0.266535,-0.1033155,-0.446665,0.503195,0.06245,-0.30246502,-0.2911395,-0.034425005,-0.29001498,0.070170015,0.970755,-0.06840499,-0.43092948,0.46499,-0.32600698,0.379285,-0.354546,0.068922,0.252545,0.1273435,0.10204999,-0.110284984,0.22136,-0.09409998,0.012639999,0.64779454,-0.37961,0.032625005,0.757275,-0.72756004
5,0,0,0,22,2,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
3.5,1,1,1,1,2,4,-0.30022004,0.3137225,-0.644667,0.24325275,0.225515,0.30177,-0.39121324,-0.4531205,0.0730125,-0.32726252,0.02342999,-0.075688004,0.1430075,0.961625,0.17533496,0.023070496,-0.082453825,0.52441204,-0.6185725,-0.6614505,0.14789748,-0.2140675,0.42084002,0.58905,-0.8236375,-0.764235,-0.055477504,0.57055175,0.53669,-0.50337756,2.2618752,0.62837005,0.015963748,0.474595,-0.36644998,0.372885,0.24305975,0.4063625,-0.0405925,0.013877764,0.224035,0.036127493,0.104752496,0.4982112,0.5076667,0.52595824,-0.41575277,-0.3984225,-0.30798298,0.20523003
4.5,1,0,0,22.5,1,4,-0.50272,-0.86278,-0.62779,0.91383,0.31368,-0.038815,-0.31021,-0.2526,0.30158,-0.64804,0.045761,-0.037186,0.70252,0.11521,-0.3486,0.08222,0.24425,0.90143,-0.72602,0.34732,0.79549,0.68965,-0.011682,0.25732,0.87478,-1.7585,-0.43138,-1.1128,-1.1055,0.25266,3.0408,-0.42061,-0.1143,0.74834,0.61912,0.36031,-0.71076,-0.8182,-0.66709,0.43353,-0.90637,0.86167,0.0090063,-0.089209,0.15429,0.45053,-0.46443,0.27031,0.10094,-1.3809
5,0,0,0,18,2,4,-0.06871667,-0.36419335,-0.13569266,-0.24191701,-0.21535265,-0.25140667,-0.75078994,-0.0050399997,0.37258768,-0.24445999,-0.079579,0.026368998,0.7395733,0.61518,0.21562333,0.14824167,0.09056634,0.5191967,-0.57385665,-1.0050067,0.29106668,0.26208067,0.7632,0.61853665,-0.058695342,-0.40803334,-0.7105933,0.22388835,0.734782,-0.29303667,1.2808067,0.6289367,-0.07735767,0.27164665,0.077249534,0.38865337,-0.023209998,0.051716667,0.25969002,0.0034133296,0.09518,0.06818666,0.287082,0.7107685,0.9253767,0.103618346,-0.33049467,-0.31491667,0.075521,0.13099234
